"doi","publisher","container_1","publicationYear","language","ris","bibtex","citeproc","schemaOrg","resourceType","resourceTypeGeneral","version","url","contentUrl","metadataVersion","schemaVersion","source","isActive","state","reason","viewCount","downloadCount","referenceCount","citationCount","partCount","partOfCount","versionCount","versionOfCount","created","registered","published","updated","data_id","data_type","container_type","container_title","container_volume","container_firstPage","container_identifier","container_identifierType","container_lastPage","container_issue"
"10.3886/icpsr28124.v1","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2010,"en","DATA","misc","dataset","Dataset","observational data, survey data","Dataset","v1","https://www.childandfamilydataarchive.org/cfda/archives/CFDA/studies/28124/versions/V1",NA,12,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-08T19:29:52Z","2014-01-08T19:29:53Z",NA,"2021-09-13T20:16:44Z","gesis.icpsr","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.3886/icpsr28821.v1","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2010,"en","DATA","misc","dataset","Dataset","survey data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/28821/version/1",NA,7,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-08T19:31:40.000Z","2014-01-08T19:31:41.000Z","2010","2020-08-02T14:37:30.000Z","gesis.icpsr","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.3886/icpsr30101.v1","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2011,"en","DATA","misc","dataset","Dataset","survey data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/30101/version/1",NA,7,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-08T19:35:33.000Z","2014-01-08T19:35:34.000Z","2011","2020-08-02T14:37:44.000Z","gesis.icpsr","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.3886/icpsr32661.v1","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2011,"en","DATA","misc","dataset","Dataset","administrative records data, census/enumeration data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/32661/version/1",NA,8,NA,NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-08T19:42:37.000Z","2014-01-08T19:42:38.000Z","2011","2020-08-02T14:38:06.000Z","gesis.icpsr","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.3886/icpsr01134","ICPSR - Interuniversity Consortium for Political and Social Research",NA,1998,"en","DATA","misc","dataset","Dataset","survey data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/1134",NA,9,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-10T20:02:09.000Z","2014-01-10T20:02:10.000Z","1998","2020-08-02T14:38:45.000Z","gesis.icpsr","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.3886/icpsr01311","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2005,"en","DATA","misc","dataset","Dataset","survey data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/1311",NA,9,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-10T20:08:04.000Z","2014-01-10T20:08:05.000Z","2005","2020-08-02T14:39:04.000Z","gesis.icpsr","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.3886/icpsr03662","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2003,"en","DATA","misc","dataset","Dataset","census/enumeration data, aggregate data, administrative records data, and survey data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/NACJD/studies/3662",NA,11,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-10T21:00:39.000Z","2014-01-10T21:00:40.000Z","2003","2020-08-02T14:40:22.000Z","gesis.icpsr","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.3886/icpsr04471","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2006,"en","DATA","misc","dataset","Dataset","administrative records data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/4471",NA,10,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-10T21:27:12.000Z","2014-01-10T21:27:13.000Z","2006","2020-08-02T14:40:15.000Z","gesis.icpsr","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.3886/icpsr04569","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2012,"en","DATA","misc","dataset","Dataset","survey data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/NACJD/studies/4569",NA,12,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-10T21:30:22.000Z","2014-01-10T21:30:22.000Z","2012","2020-08-02T14:40:25.000Z","gesis.icpsr","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.3886/icpsr04652","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2007,"en","DATA","misc","dataset","Dataset","survey data","Dataset","v0","https://www.icpsr.umich.edu/web/NACDA/studies/4652",NA,13,"http://datacite.org/schema/kernel-4","api",TRUE,"findable",NA,0,0,0,0,0,0,8,0,"2014-01-10T21:33:13Z","2014-01-10T21:33:14Z",NA,"2021-09-16T15:35:32Z","gesis.icpsr","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.3886/icpsr06240","ICPSR - Interuniversity Consortium for Political and Social Research",NA,1994,"en","DATA","misc","dataset","Dataset","survey data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/6240",NA,10,NA,NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-10T21:46:47.000Z","2014-01-10T21:46:48.000Z","1994","2020-08-02T14:39:45.000Z","gesis.icpsr","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.3886/icpsr08611","ICPSR - Interuniversity Consortium for Political and Social Research",NA,1987,"en","DATA","misc","dataset","Dataset","aggregate data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/8611",NA,8,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-10T22:51:09.000Z","2014-01-10T22:51:10.000Z","1987","2020-08-02T14:40:12.000Z","gesis.icpsr","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.3886/icpsr24881","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2009,"en","DATA","misc","dataset","Dataset","survey data","Dataset","v0","https://www.icpsr.umich.edu/web/ICPSR/studies/24881",NA,10,"http://datacite.org/schema/kernel-4","api",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-11T00:15:03Z","2014-01-11T00:15:04Z",NA,"2021-07-07T16:13:24Z","gesis.icpsr","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.3886/icpsr25921","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2009,"en","DATA","misc","dataset","Dataset","administrative records data, survey data","Dataset","v0","https://www.icpsr.umich.edu/web/ICPSR/studies/25921",NA,11,"http://datacite.org/schema/kernel-4","api",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-11T00:18:19Z","2014-01-11T00:18:20Z",NA,"2021-06-18T14:21:48Z","gesis.icpsr","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.3886/icpsr28124","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2010,"en","DATA","misc","dataset","Dataset","observational data, survey data","Dataset","v0","https://www.childandfamilydataarchive.org/cfda/archives/CFDA/studies/28124",NA,12,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-11T00:25:56Z","2014-01-11T00:25:57Z",NA,"2021-09-13T20:13:42Z","gesis.icpsr","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.3886/icpsr28821","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2010,"en","DATA","misc","dataset","Dataset","survey data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/28821",NA,7,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-11T00:27:55.000Z","2014-01-11T00:27:56.000Z","2010","2020-08-02T14:42:18.000Z","gesis.icpsr","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.3886/icpsr30101","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2011,"en","DATA","misc","dataset","Dataset","survey data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/30101",NA,7,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-11T00:32:18.000Z","2014-01-11T00:32:19.000Z","2011","2020-08-02T14:42:32.000Z","gesis.icpsr","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.3886/icpsr32661","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2011,"en","DATA","misc","dataset","Dataset","administrative records data, census/enumeration data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/32661",NA,8,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-11T00:40:24.000Z","2014-01-11T00:40:25.000Z","2011","2020-08-02T14:41:23.000Z","gesis.icpsr","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.3886/icpsr04652.v5","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2007,"en","DATA","misc","dataset","Dataset","survey data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/5",NA,8,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-22T14:42:03.000Z","2014-01-22T14:42:04.000Z","2007","2020-08-02T14:43:11.000Z","gesis.icpsr","clients","DataRepository","Midlife in the United States (MIDUS) Series",NA,NA,NA,NA,NA,NA
"10.3886/icpsr04652.v4","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2007,"en","DATA","misc","dataset","Dataset","survey data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/4",NA,8,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-22T14:42:05.000Z","2014-01-22T14:42:05.000Z","2007","2020-08-02T14:43:11.000Z","gesis.icpsr","clients","DataRepository","Midlife in the United States (MIDUS) Series",NA,NA,NA,NA,NA,NA
"10.3886/icpsr04652.v3","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2007,"en","DATA","misc","dataset","Dataset","survey data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/3",NA,8,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-22T14:42:07.000Z","2014-01-22T14:42:07.000Z","2007","2020-08-02T14:43:11.000Z","gesis.icpsr","clients","DataRepository","Midlife in the United States (MIDUS) Series",NA,NA,NA,NA,NA,NA
"10.3886/icpsr04652.v2","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2007,"en","DATA","misc","dataset","Dataset","survey data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/2",NA,8,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-22T14:42:08.000Z","2014-01-22T14:42:09.000Z","2007","2020-08-02T14:43:11.000Z","gesis.icpsr","clients","DataRepository","Midlife in the United States (MIDUS) Series",NA,NA,NA,NA,NA,NA
"10.3886/icpsr04652.v1","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2007,"en","DATA","misc","dataset","Dataset","survey data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/1",NA,8,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-22T14:42:10.000Z","2014-01-22T14:42:11.000Z","2007","2020-08-02T14:43:11.000Z","gesis.icpsr","clients","DataRepository","Midlife in the United States (MIDUS) Series",NA,NA,NA,NA,NA,NA
"10.3886/icpsr24881.v1","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2009,"en","DATA","misc","dataset","Dataset","survey data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/24881/version/1",NA,7,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-01-22T21:49:40.000Z","2014-01-22T21:49:41.000Z","2009","2020-08-02T14:44:03.000Z","gesis.icpsr","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.j7581","Dryad",NA,2015,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.j7581",NA,14,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,73,3,1,1,3,0,0,0,"2014-01-23T16:02:40Z","2014-01-23T16:02:41Z",NA,"2021-11-06T11:35:31Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.m4sn8","Dryad",NA,2014,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.m4sn8",NA,15,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,99,26,1,1,1,0,0,0,"2014-01-24T21:07:37Z","2014-01-24T21:07:38Z",NA,"2021-11-06T02:39:51Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.pq608","Dryad",NA,2014,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.pq608",NA,16,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,246,52,1,1,3,0,0,0,"2014-01-29T21:08:18Z","2014-01-29T21:08:19Z",NA,"2021-11-05T17:40:05Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.7804/cses.module1.2003-08-04","CSES - Comparative Study of Electoral Systems",NA,2014,"en","DATA","misc","dataset","Dataset",NA,"Dataset","2.0.0","https://cses.org/data-download/cses-module-1-1996-2001/",NA,7,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-02-17T13:13:34Z","2014-02-17T13:13:35Z",NA,"2021-08-30T10:58:26Z","gesis.gesis","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.7804/cses.module2.2007-06-27","CSES - Comparative Study of Electoral Systems",NA,2014,"en","DATA","misc","dataset","Dataset",NA,"Dataset","5.0.0","https://cses.org/data-download/cses-module-2-2001-2006/",NA,7,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-02-17T14:55:22Z","2014-02-17T14:55:23Z",NA,"2021-08-30T10:58:37Z","gesis.gesis","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.3g9s2","Dryad",NA,2015,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.3g9s2",NA,14,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,127,50,1,1,2,0,0,0,"2014-03-04T14:53:08Z","2014-03-04T14:53:09Z",NA,"2021-11-06T04:42:55Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.ts2hj","Dryad",NA,2015,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.ts2hj",NA,18,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,171,21,1,1,8,0,0,0,"2014-03-07T19:18:57Z","2014-03-07T19:18:59Z",NA,"2021-11-05T16:43:44Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.8469","Zenodo",NA,2013,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/8469",NA,2,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-03-08T07:30:14.000Z","2014-03-08T07:30:14.000Z","2013","2020-07-28T08:24:35.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.8476","Zenodo",NA,2014,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/8476",NA,2,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,1,0,0,0,0,0,0,0,"2014-03-08T09:03:39.000Z","2014-03-08T09:03:39.000Z","2014","2020-07-28T08:24:35.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.8470","Zenodo",NA,2013,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/8470",NA,2,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,3,0,0,0,0,0,0,0,"2014-03-17T12:55:47.000Z","2014-03-17T12:55:48.000Z","2013","2020-07-26T16:07:30.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.6sf28","Dryad",NA,2014,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.6sf28",NA,14,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,166,60,1,1,2,0,0,0,"2014-03-20T14:40:02Z","2014-03-20T14:40:04Z",NA,"2021-11-05T19:38:55Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.f4211","Dryad",NA,2014,"en","DATA","misc","dataset","Dataset","dataset","Dataset","2","http://datadryad.org/stash/dataset/doi:10.5061/dryad.f4211",NA,7,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,72,29,0,1,0,0,0,0,"2014-04-04T16:16:15Z","2014-04-04T16:16:17Z",NA,"2021-11-06T18:31:41Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.4430n","Dryad",NA,2015,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.4430n",NA,17,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,162,27,1,1,1,0,0,0,"2014-04-07T17:33:45Z","2014-04-07T17:33:46Z",NA,"2021-11-06T09:59:04Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.ph40n","Dryad",NA,2015,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.ph40n",NA,16,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,21,2,1,1,3,0,0,0,"2014-04-07T18:16:20Z","2014-04-07T18:16:21Z",NA,"2021-11-05T19:48:57Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.r3n45","Dryad",NA,2015,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.r3n45",NA,22,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,357,122,1,1,1,0,0,0,"2014-04-30T15:37:18Z","2014-04-30T15:37:19Z",NA,"2021-11-06T02:20:32Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.vp645","Dryad",NA,2015,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.vp645",NA,16,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,224,108,1,1,2,0,0,0,"2014-05-06T18:19:55Z","2014-05-06T18:19:56Z",NA,"2021-11-06T16:18:06Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.v2t58","Dryad",NA,2014,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.v2t58",NA,17,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,283,143,1,1,1,0,0,0,"2014-05-16T15:16:27Z","2014-05-16T15:16:29Z",NA,"2021-11-06T05:09:03Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.6s444","Dryad",NA,2014,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.6s444",NA,17,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,33,3,1,1,1,0,0,0,"2014-05-27T15:57:49Z","2014-05-27T15:57:50Z",NA,"2021-11-05T23:40:59Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.n4mm0","Dryad",NA,2014,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.n4mm0",NA,18,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,156,66,1,1,10,0,0,0,"2014-07-01T15:24:55Z","2014-07-01T15:24:56Z",NA,"2021-11-06T00:36:49Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.10772","Zenodo",NA,2014,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/10772",NA,9,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,0,0,"2014-07-05T22:02:21.000Z","2014-07-05T22:02:22.000Z","2014","2020-07-26T16:37:09.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.10855","Zenodo",NA,2014,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/10855",NA,9,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,3,0,1,0,0,0,0,0,"2014-07-12T19:09:38.000Z","2014-07-12T19:09:39.000Z","2014","2020-07-26T16:39:30.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.3886/icpsr34389.v1","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2014,"en","DATA","misc","dataset","Dataset","survey data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/34389/version/1",NA,8,NA,NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-07-15T11:24:17.000Z","2014-07-15T11:24:18.000Z","2014","2020-08-03T15:39:00.000Z","gesis.icpsr","clients","DataRepository","Metropolitan Travel Behavior Survey Series",NA,NA,NA,NA,NA,NA
"10.3886/icpsr34389","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2014,"en","DATA","misc","dataset","Dataset","survey data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/34389",NA,9,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-07-15T11:24:19.000Z","2014-07-15T11:24:20.000Z","2014","2020-08-03T15:39:00.000Z","gesis.icpsr","clients","DataRepository","Metropolitan Travel Behavior Survey Series",NA,NA,NA,NA,NA,NA
"10.3886/icpsr26682.v1","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2014,"en","DATA","misc","dataset","Dataset","survey data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/26682/version/1",NA,7,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-07-16T11:56:57.000Z","2014-07-16T11:56:57.000Z","2014","2020-08-03T15:39:35.000Z","gesis.icpsr","clients","DataRepository","Metropolitan Travel Behavior Survey Series",NA,NA,NA,NA,NA,NA
"10.3886/icpsr26682","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2014,"en","DATA","misc","dataset","Dataset","survey data","Dataset",NA,"http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/26682",NA,7,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2014-07-16T11:56:59.000Z","2014-07-16T11:57:00.000Z","2014","2020-08-03T15:39:35.000Z","gesis.icpsr","clients","DataRepository","Metropolitan Travel Behavior Survey Series",NA,NA,NA,NA,NA,NA
"10.5061/dryad.pb787","Dryad",NA,2015,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.pb787",NA,18,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,458,189,1,1,4,0,0,0,"2014-08-15T15:05:41Z","2014-08-15T15:05:42Z",NA,"2021-11-05T16:34:20Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.tj00r","Dryad",NA,2014,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.tj00r",NA,16,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,72,5,1,1,1,0,0,0,"2014-08-18T15:03:10Z","2014-08-18T15:03:12Z",NA,"2021-11-06T03:00:03Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.m3d42","Dryad",NA,2015,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.m3d42",NA,13,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,138,70,1,1,4,0,0,0,"2014-08-29T21:22:41Z","2014-08-29T21:22:42Z",NA,"2021-11-05T23:06:08Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.11550","Zenodo",NA,2014,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/11550",NA,2,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2014-09-01T09:50:03.000Z","2014-09-01T09:50:04.000Z","2014","2020-07-26T16:48:16.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.11656","Zenodo",NA,2014,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/11656",NA,2,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2014-09-10T08:46:42.000Z","2014-09-10T08:46:43.000Z","2014","2020-07-26T16:48:50.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
